Invoice_Number,Invoice_Date,Meter_Hours,Unit,Missing,Description
36717,5/2/2022,Missing,S7,1,Labor Special  Rate Total Trans:  3/2  Check unit 5.5 112.50 618.75loosing wire.  Tested and moving side to side. Checked sensors.  Cleaned and learned.  Issueresolved.  3/16  Unit has no traverse.  Trouble shot. Found broken wire out of connector.  Replaced spade.Returned to service.Warranty Labor on Rentals -5.5 112.50 -618.75
37390,5/25/2022,2890,S7,0,Labor Special  Rate Total Trans:   5/20 cleaned off 7 112.50 787.50site.   Filled used unit and Radiator leaking.  Removedand ordered new.  5/24    Installed and filled. Returned unit to service.Antifreeze 550162 2 90.75 181.50TRadiator New 1 481.25 481.25T
37398,5/31/2022,2900,S7Battery,0,Labor Special  Rate Total Trans: Bearing of top left 3.5 112.50 393.75roller bad.  Ordered.  Picked up and replaced. Checked other rollers.  Returned to service.Warranty Labor on Rentals -3.5 112.50 -393.75Bearing Roller 1 165.85 165.85TScrew 1 2.45 2.45TWarranty on Rental -1 168.30 -168.30T
33098,2/17/2022,Missing,S8,1,"Raymond Model 970CSR30TT  Serial #970-11-01562Rental  SA Swing Reach 6/9/22   thru 7/8/22 1 1,975.00 1,975.00TDiscount on monthly rental Special price. -1 197.50 -197.50T"
36704,2/23/2022,Missing,S8,1,Labor Special  Rate Total Trans:  Replaced lift tabs.  3 112.50 337.50Box smashed on wire guidance plate bending bothtabs.  Replaced.  Tested.  Returned to service.Switch tab 2 18.50 37.00T
36916,5/31/2022,4736,S9,0,Labor Special  Rate Total Trans:  Check no aux 1.5 112.50 168.75functions.  Clean dirty photo eye on right controlhandle.  Assemble handle and test.  OK
35475,3/15/2022,22087,T102,0,"Forklift Rental:  Raymond Turret Forklift Model 1 1,975.00 1,975.00T970-CSR30T.  Serial # 97011-01561 Unit #TR103. Monthl rental 3/28/2021 - 4/27/22Special Total Discount -197.50 -197.50"
35412,3/23/2022,Missing,T102,1,"Labor Special  Rate Total Trans:  Customer damaged 4.5 112.50 506.25right hand throttle.  Removed.  Picked up new part. Installed.  Tested.  Returned to service.Control Handle RH SA 1026259/001 1 1,145.22 1,145.22T"
36728,4/14/2022,Missing,T102,1,Labor Special  Rate Total Trans: Unit locked out.  Luis 3.5 112.50 393.75and Eddie have no info on why on lock out key.  Cutoff lock out trouble shot but battery at 2%.  Pluggedinto charge.  Checked later.  Load drop excessive. Removed battery.  Watered. Only needed about threegallons.  Plug in to charge.  Will check on after chargecomplete.  5/4  Unit battery unplugged.  Plugged backin and completed charge.  Load drop excessive. Tested each cell.  Two cells failing.  Informed Julio. 5/5 Julio installed replacement battery.Warranty Labor on Rentals -3.5 112.50 -393.75
37393,5/25/2022,22475,T102,0,Labor Special  Rate Total Trans:  Horn not working.  4 112.50 450.00Replaced horn.  Did not correct issue.  Found wires tohorn broken.  Repaired wires. Left new horn in unit.Warranty Labor on Rentals -4 112.50 -450.00Horn Assy 8 Model 58120-26640-71 1 152.65 152.65TWarranty on Rental -1 152.65 -152.65T
36725,5/3/2022,Missing,T-102,1,"Labor Special  Rate Total Trans:  Unit shutting off on 2 112.50 225.00operator.  Trouble shot unable to replicate but historyshows 59 and 51 codes.  Looked up and adjustedpins to cell that looked loose.  Returned to service. Will check back tomorrow.,  "
37396,5/31/2022,22482,T-102,0,Labor Special  Rate Total Trans: Side shift hose 1 112.50 112.50leaking.  Replaced O Ring at L bracket.  Tested. Returned to service
36713,3/3/2022,22012,T102rental,0,Labor Special  Rate Total Trans:  Tested.  Found 2 112.50 225.00blown fuse.  ReplacedFuse 4XF35 1 65.00 65.00T
55908,3/14/2022,22087,T102rental,0,Perform scheduled maintenance on orderpicker: 1 113.00 113.00Remove covers and blow off with compressed air.Checked all fluids and grease all fittings. Wiped downunit.
36681,1/31/2022,21903,T103,0,Labor Special  Rate Total Trans:  Repaired broken 2 112.50 225.00cover on Fan.  Customer Damage
36716,3/17/2022,22004,T103,0,"Labor Special  Rate Total Trans: Removed steer 4 112.50 450.00encoder Reset to ""O""  Tested Greased Tested further.Returned to customer"
55887,3/17/2022,22004,T103,0,Perform scheduled maintenance on swing reach 1 145.00 145.00truck: Remove covers and blow off with compressedair. Checked all fluids and grease all fittings. Wipeddown unit.
35411,3/23/2022,22002,T103,0,Labor Special  Rate Total Trans:  Water battery.  1.5 112.50 168.75Tested each cell and overall battery.  Checked out noissues. Subtotal $168.75
37377,5/17/2022,Missing,T103,1,Labor Special  Rate Total Trans: 5/12   Check battery. 4 112.50 450.00Found all batteries failed.  Charged.  5/13  Checkedback still failed.Warranty Labor on Rentals -4 112.50 -450.00
32963R10Jan,1/4/2022,20531,TR102,0,"Raymond Model 970CSR30TT  Serial #970-11-01562Rental  SA Swing Reach 1/9/22   thru 2/8/22 1 1,975.00 1,975.00TDiscount on monthly rental Special price. -1 197.50 -197.50T"
32963R11feb,2/3/2022,20531,TR102,0,"Rental Forklift 8000lb capacity Toyota Model 1 1,275.00 1,275.00T8FGCU358CS Rental from 2/9/22   thru 3/8/22Discount -127.50 -127.50"
36602,2/11/2022,Missing,TR102,1,Labor Special  Rate Total Trans:  Check bad 4 112.50 450.00deadman switch.  Picked up switch.  Lift unit. Removeand replace switch.  Test.  Switch Kit 1 28.50 28.50T
32963R12mar,3/2/2022,20531,TR102,0,"Raymond Model 970CSR30TT  Serial #970-11-01562Rental  SA Swing Reach 2/9/22   thru 3/8/22 1 1,975.00 1,975.00TDiscount on monthly rental Special price. -1 197.50 -197.50T"
32963R13Apr,4/1/2022,20531,TR102,0,"Raymond Model 970CSR30TT  Serial #970-11-01562Rental  SA Swing Reach 3/9/22   thru 4/8/22 1 1,975.00 1,975.00TDiscount on monthly rental Special price. -1 197.50 -197.50T"
32963R14May,5/6/2022,20531,TR102,0,"Raymond Model 970CSR30TT  Serial #970-11-01562Rental  SA Swing Reach 5/9/22   thru 6/8/22 1 1,975.00 1,975.00TDiscount on monthly rental Special price. -1 197.50 -197.50T"
32963R15jun,5/31/2022,20531,TR102,0,"Raymond Model 970CSR30TT  Serial #970-11-01562Rental  SA Swing Reach 4/9/22   thru 5/8/22 1 1,975.00 1,975.00TDiscount on monthly rental Special price. -1 197.50 -197.50T"
35089,1/28/2022,21823,TR102rental,0,Total Transp. Travel Charge Special Price: 1.5 105.00 157.50Labor Special  Rate Total Trans:  Check battery 3.5 112.50 393.75terminal loose and corroded.  Inspected terminal. Found to be broken. Picked up new terminal.  Splicedbattery cable and reconnected.  Jumped battery.Installed new propane tank.Battery Terminal 1 18.74 18.74T
33593R9Jan,1/24/2022,20740,TR103,0,"Forklift Rental:  Raymond Turret Forklift Model 1 1,975.00 1,975.00T970-CSR30T.  Serial # 97011-01561 Unit #TR103. Monthl rental 1/28/2021 - 2/27/22Special Total Discount -197.50 -197.50"
33593R10Feb,2/18/2022,20740,TR103,0,"Forklift Rental:  rental forklift with Four way valve for 1 1,275.00 1,275.00Tsingle/double cascade.  Model Toyota 8FBCU30: Serial #63454  month to month rent    2/7/22  - 3/6/22Special Discount 10% -127.50 -127.50"
33593R11Mar,3/15/2022,20740,TR103,0,"Rental Forklift:  Sit down Rental Forklift Model 1 1,275.00 1,275.00T7FBE420, Serial # 24023 Rental period 2/17/22-3/16/22Discount 10% -127.50 -127.50Rental Enersys Battery Charger model:EIP3-IN-4Y  1 195.00 195.00TSerial # PC503J77Discount 10% -19.50 -19.50"
33593R12Apr,4/13/2022,20740,TR103,0,Labor Special  Rate Total Trans:    Code shown on 4.5 112.50 506.25unit.  Reset.  Spring in steer sprocket.  Replacedspring on encoder.  Learned wheel and encoder. Tested.  Returned to service.
35426,5/13/2022,Missing,TR103,1,Labor Special  Rate Total Trans:  Seat belt damaged.  2 112.50 225.00Ordered and picked up parts.  Installed.  Tested.  Unitreturned to serviceSeat Belt Assembly 1 305.45 305.45TSeat Belt Assembly 53793 1 114.38 114.38T
37179,5/17/2022,Missing,TR103,1,"Labor Special  Rate Total Trans:  Check leaking tilt 6 112.50 675.00cylinder.  Found cracked tilt cylinder.  Remove covers.Remove lines and cap.  Remove cylinder. Disassemble.  Install cam into new housing.  Reinstallcylinder.  Attach lines.  Install covers.  Test.  OKHousing Cylinder 1 1,200.00 1,200.00T"
33593R13Jun,5/31/2022,20740,TR103,0,"Forklift Rental:   one Raymond stand up Model 1 1,275.00 1,275.00T#425C35TT SN:425-13-37355 Unit #RC2Special Discount for Total Transport -127.50 -127.50Rental Period  5/29/2022 - 6/28/2022"
